CASE ID,LicenseCount,AccountStatus,ChurnFlag,Activation Date Range,Tenure,Cancellation Date,ARR Category,Persona,QuickbooksComplete,BudgetCount,ActiveBudgetCount,StandardEstimateCount,ServicedEstimateCount,LeadPortalActiveCount,TimesheetCount,InvoiceCount,OnlinePaymentCountThisYear,OnlinePaymentValueThisYear,TimesheetPhotos Count
7301,29,Active,0,3/31/2017,106,,MidMarket,P3,1,10,4,2563,2438,106,24110,0,0,0,1264
7303,9,Active,0,3/28/2017,106,,SMB,P2,1,10,5,2386,55,28,4,0,0,0,0
7315,19,Active,0,3/28/2017,106,,MidMarket,P3,1,7,7,1893,74,202,17043,17,0,0,12777
7332,13,Active,0,4/3/2017,106,,MidMarket,P2,1,23,6,1527,405,243,12264,2,0,0,857
7334,6,Active,0,#N/A,0,,MidMarket,P2,1,3,1,1398,4,14,891,20,0,0,0
7360,75,Active,0,3/17/2017,107,,Enterprise,P4,1,5,2,36,1039,0,61175,19658,0,0,5207
7362,3,Active,0,3/15/2017,107,,SMB,P2,1,13,1,1719,2,0,8,0,0,0,0
7373,22,Active,0,4/20/2017,106,,MidMarket,P4,1,3,1,1,47,0,26454,0,0,0,121
7387,18,Active,0,4/13/2017,106,,SMB,P3,1,11,10,2345,133,148,8036,359,0,0,23836
7388,142,Active,0,3/15/2017,107,,Enterprise,P4,1,12,2,7346,1380,97,73409,13306,0,0,35959
7425,3,Active,0,3/20/2017,107,,SMB,P1,1,8,4,158,5,0,2775,0,0,0,1661
7430,23,Active,0,4/22/2017,106,,MidMarket,P3,1,8,1,642,17,0,27198,0,0,0,107
7473,59,Active,0,3/31/2017,106,,MidMarket,P3,1,5,3,464,10,0,9916,3673,0,0,1214
7488,3,Active,0,5/11/2017,105,,SMB,P2,1,9,1,1018,471,0,2639,0,0,0,0
7541,6,Active,0,4/24/2017,106,,MidMarket,P3,1,15,5,4250,295,0,393,2,0,0,0
7558,5,Active,0,#N/A,0,,MidMarket,P2,1,5,3,3,15,0,5586,0,0,0,1
7599,3,Active,0,#N/A,0,,SMB,P3,1,16,2,1172,2136,0,7964,6359,0,0,21351
7610,60,Active,0,4/26/2017,105,,Enterprise,P4,1,10,1,5509,484,286,54240,5936,0,0,287101
7620,6,Active,0,5/26/2017,104,,SMB,P2,1,12,10,222,17,0,2557,0,0,0,0
7636,16,Active,0,6/2/2017,104,,MidMarket,P3,1,6,3,1914,9,168,11541,264,128,2069201.09,14
7644,13,Active,0,#N/A,0,,MidMarket,P1,1,2,2,1,5,0,1,0,0,0,0
7648,4,Active,0,6/15/2017,104,,SMB,P3,1,16,11,3927,1294,3,11036,1040,0,0,163045
7652,25,Active,0,6/8/2017,104,,MidMarket,P3,1,12,8,2142,192,20,4978,182,0,0,4070
7670,16,Active,0,6/6/2017,104,,MidMarket,P2,1,9,1,228,502,0,6602,0,0,0,0
7699,7,Active,0,5/22/2017,105,,MidMarket,P2,1,5,2,10,12,10,4146,7547,3,10924.84,295
7756,1,Active,0,6/9/2017,104,,MidMarket,P1,1,3,1,400,0,0,1,0,0,0,0
7772,4,Active,0,#N/A,0,,SMB,P3,1,31,14,182,342,0,17223,6607,0,0,5867
7781,2,Active,0,6/14/2017,104,,SMB,P1,1,6,4,909,6,0,1,0,0,0,0
7786,9,Active,0,7/12/2017,103,,MidMarket,P4,1,6,6,3907,9654,48,54301,18131,0,0,384641
7794,49,Active,0,7/31/2017,102,,Enterprise,P4,1,4,4,251,39,0,28169,11091,0,0,1930
7797,5,Active,0,6/21/2017,104,,MidMarket,P2,1,11,3,3517,120,83,246,798,0,0,0
7815,17,Active,0,6/26/2017,103,,MidMarket,P3,1,7,3,1,287,0,4002,8779,0,0,165
7826,30,Active,0,7/24/2017,103,,MidMarket,G4,1,21,9,4009,279,595,25611,3436,0,0,50221
7839,22,Active,0,7/4/2017,103,,MidMarket,P2,1,8,1,221,239,0,16222,1606,0,0,28317
7853,4,Active,0,8/4/2017,102,,MidMarket,P3,1,9,2,3265,176,111,244,5,0,0,0
7869,76,Active,0,8/15/2017,102,,Enterprise,P4,1,6,5,2944,4011,331,70536,82625,0,0,58049
7876,20,Active,0,7/17/2017,103,,MidMarket,P3,1,4,1,1790,13,18,8048,7082,0,0,2839
7891,2,Active,0,11/22/2017,99,,SMB,P1,1,2,2,488,6,0,1,0,0,0,0
7894,30,Active,0,8/29/2017,101,,MidMarket,P3,1,14,8,8539,3259,881,9075,863,0,0,2598
7905,44,Active,0,7/29/2017,102,,MidMarket,P3,1,10,2,1077,57,0,22094,550,0,0,200533
7908,11,Active,0,9/7/2017,101,,MidMarket,P3,1,14,4,1186,1526,0,13159,496,0,0,109147
7911,24,Active,0,8/21/2017,102,,MidMarket,P3,1,14,3,629,1574,639,57070,281,0,0,13417
7915,49,Active,0,7/24/2017,103,,MidMarket,P3,1,15,6,2273,1587,407,34106,9198,0,0,2570
7934,1,Active,0,#N/A,0,,SMB,P2,1,13,3,2889,3897,52,21716,11724,0,0,4293
7935,38,Active,0,9/6/2017,101,,MidMarket,P3,1,42,9,2535,2540,52,27217,0,0,0,2367
7963,32,Active,0,8/30/2017,101,,MidMarket,P3,1,4,4,3676,35,0,34247,36299,0,0,45385
7970,58,Active,0,8/1/2017,102,,Enterprise,P3,1,15,2,2450,3366,66,18902,9995,0,0,307408
7973,5,Active,0,9/1/2017,101,,SMB,P4,1,8,3,13683,4712,552,24251,16981,0,0,3064
7980,10,Active,0,9/2/2017,101,,SMB,G3,1,7,1,1,17,2,5636,3579,0,0,21022
7986,50,Active,0,9/8/2017,101,,Enterprise,P4,1,10,2,4889,4490,106,30832,38576,0,0,47434
7995,3,Active,0,9/15/2017,101,,SMB,P2,1,20,1,1356,304,0,1160,143,0,0,0
8006,27,Active,0,11/6/2017,99,,MidMarket,P2,1,12,6,14634,14952,203,4850,6,0,0,22
8009,10,Active,0,9/29/2017,100,,MidMarket,P2,1,4,1,16,136,58,9549,0,0,0,2665
8015,4,Active,0,#N/A,0,,SMB,P1,1,6,5,13,59,6,77,71,0,0,16
8026,19,Active,0,10/30/2017,99,,Enterprise,P4,1,8,3,3461,6519,441,38490,26030,0,0,5021
8037,10,Active,0,#N/A,0,,MidMarket,P3,1,11,2,1802,8964,51,20713,2758,0,0,98666
8049,24,Active,0,1/3/2024,25,,MidMarket,P3,1,4,3,574,307,327,102,2036,318,489463.17,46
8068,8,Active,0,3/15/2019,83,,SMB,P3,1,8,4,186,249,24,3522,0,0,0,19
8069,16,Active,0,8/24/2017,102,,MidMarket,P3,1,14,14,2072,353,0,11317,8889,0,0,263
8074,86,Active,0,9/29/2017,100,,Enterprise,P3,1,7,3,4588,3082,0,41798,6912,0,0,1428
8086,30,Active,0,6/13/2018,92,,MidMarket,P3,1,15,2,1817,630,69,7924,2041,0,0,2402
8119,7,Active,0,10/10/2017,100,,SMB,G3,1,11,4,2218,593,633,10168,10,0,0,833
8128,71,Active,0,10/6/2017,100,,Enterprise,P4,1,14,1,1107,1742,1335,5980,4358,1252,369081.7,11272
8129,4,Active,0,10/11/2017,100,,SMB,P3,1,11,2,773,119,13,134,15,0,0,58
8146,2,Active,0,9/14/2017,101,,SMB,P2,1,11,6,1034,5,0,0,0,0,0,0
8155,21,Active,0,10/4/2017,100,,MidMarket,P3,1,24,1,190,70,9,15215,2234,0,0,127
8182,4,Active,0,11/10/2017,99,,SMB,P4,1,5,3,304,536,40,24413,6576,0,0,19439
8186,16,Active,0,11/1/2017,99,,MidMarket,P2,1,10,2,770,890,585,2880,3902,754,358508.89,161
8199,5,Active,0,11/27/2017,98,,SMB,P4,1,6,1,1185,10,0,80,1,0,0,0
8204,12,Active,0,11/8/2017,99,,MidMarket,P2,1,10,10,517,183,32,5739,0,0,0,3229
8206,6,Active,0,12/1/2017,98,,MidMarket,P2,1,19,4,549,728,270,5198,1350,146,222992.2,791
8211,3,Active,0,11/28/2017,98,,SMB,P3,1,3,3,2842,1916,0,0,1,0,0,0
8217,3,Active,0,10/9/2017,100,,SMB,P3,1,5,2,1427,1230,0,9,1,0,0,0
8225,24,Active,0,10/10/2017,100,,MidMarket,P3,1,21,18,3149,1190,0,22851,18013,0,0,486
8228,2,Active,0,11/1/2017,99,,SMB,P1,1,9,1,2413,386,9,4791,403,0,0,125
8232,13,Active,0,10/30/2017,99,,MidMarket,P4,1,7,5,1570,86,58,13174,3792,0,0,188060
8233,36,Active,0,10/11/2017,100,,MidMarket,P3,1,15,3,5164,16,0,21756,0,0,0,116
8235,11,Active,0,10/12/2017,100,,MidMarket,P2,1,12,1,2623,3,728,6794,1983,245,527097,1487
8243,14,Active,0,#N/A,0,,MidMarket,G3,1,5,1,13,24,9,12,19,0,0,11
8268,3,Active,0,11/27/2017,98,,SMB,P4,1,12,1,11257,6,0,34497,44251,0,0,394
8270,27,Active,0,10/27/2017,99,,MidMarket,P3,1,10,2,2342,7610,0,20677,43601,0,0,8022
8271,3,Active,0,0,1513,,SMB,P3,1,8,3,2682,337,139,1,0,0,0,0
8298,13,Active,0,11/27/2017,98,,MidMarket,P3,1,18,9,2279,1231,353,9410,20284,5,655.8,168
8311,1,Active,0,#N/A,0,,SMB,P1,1,10,2,1623,590,0,3,3880,0,0,0
8316,45,Active,0,11/27/2017,98,,MidMarket,P3,1,24,6,3989,1658,0,10326,2326,0,0,39515
8317,34,Active,0,11/27/2017,98,,MidMarket,P3,1,10,3,4420,3159,511,6777,1685,0,0,17209
8329,2,Active,0,#N/A,0,,SMB,P2,1,10,2,2568,2405,88,8919,9379,0,0,501
8330,26,Active,0,11/27/2017,98,,MidMarket,P3,1,14,11,440,1581,640,12071,5,0,0,920
8332,6,Active,0,1/3/2018,97,,SMB,P2,1,7,1,1588,2,36,8568,0,0,0,22
8336,18,Active,0,#N/A,0,,MidMarket,P2,1,18,2,3408,3045,1158,7665,9539,1131,579376.13,27326
8338,45,Active,0,#N/A,0,,Enterprise,P3,1,33,7,8777,2160,2806,12193,8228,1977,919309.34,84948
8341,9,Active,0,#N/A,0,,MidMarket,P1,1,4,1,29,46,0,9,17,0,0,0
8342,22,Active,0,#N/A,0,,MidMarket,G2,1,60,10,228,903,16,494,113,0,0,98
8345,6,Active,0,11/1/2017,99,,MidMarket,P1,1,29,5,1278,29,57,2984,263,0,0,49
8358,24,Active,0,1/15/2018,97,,MidMarket,P3,1,15,8,1600,2726,131,9114,2324,24,107372.9,7513
8365,44,Active,0,11/3/2017,99,,SMB,G4,1,9,1,4473,3124,88,62914,120,0,0,951670
8366,32,Active,0,11/27/2017,98,,MidMarket,P3,1,8,3,354,897,75,16724,7469,0,0,636
8370,19,Active,0,#N/A,0,,MidMarket,P3,1,19,8,964,5830,1278,8228,17690,0,0,5734
8371,10,Active,0,#N/A,0,,MidMarket,P2,1,16,2,743,1813,466,7999,7212,0,0,16323
8372,4,Active,0,#N/A,0,,SMB,P2,1,10,5,581,980,52,11,1542,0,0,5
8375,22,Active,0,#N/A,0,,MidMarket,P2,1,14,1,1732,2347,1217,10649,7603,0,0,119482
8376,16,Active,0,#N/A,0,,MidMarket,P3,1,15,2,9068,1370,1063,12736,14712,0,0,52245
8377,7,Active,0,#N/A,0,,MidMarket,P2,1,12,1,3152,2342,231,2927,9897,0,0,103
8378,13,Active,0,#N/A,0,,MidMarket,P2,1,13,5,151,3290,686,8538,2479,0,0,9393
8384,17,Active,0,#N/A,0,,MidMarket,P3,1,13,7,266,1236,85,10398,8491,0,0,94312
8388,54,Active,0,11/27/2017,98,,MidMarket,P4,1,8,1,9541,1,446,28118,0,0,0,32262
8400,52,Active,0,11/27/2017,98,,MidMarket,P3,1,7,3,2994,832,176,15219,11061,0,0,29695
8415,23,Active,0,#N/A,0,,Enterprise,P3,1,12,2,1468,1655,119,2122,8307,0,0,71
8420,17,Active,0,11/27/2017,98,,MidMarket,P3,1,16,6,635,573,0,12143,0,0,0,1090
8422,14,Active,0,#N/A,0,,MidMarket,G2,1,15,6,508,2093,309,5245,10164,0,0,893
8423,1,Active,0,#N/A,0,,SMB,P2,1,5,1,9,202,0,1,601,0,0,0
8427,7,Active,0,#N/A,0,,MidMarket,P2,1,10,5,14,485,0,5070,170,0,0,9500
8432,18,Active,0,#N/A,0,,MidMarket,P2,1,16,2,2276,2099,592,1185,7130,0,0,160
8436,54,Active,0,#N/A,0,,Enterprise,P4,1,12,1,6143,7460,2888,28142,20938,0,0,299138
8440,34,Active,0,12/8/2017,98,,MidMarket,P3,1,6,4,1047,110,29,12361,0,0,0,53829
8465,5,Active,0,#N/A,0,,MidMarket,P2,1,9,1,2555,3964,1413,4785,3393,0,0,98
8466,5,Active,0,#N/A,0,,MidMarket,P2,1,11,3,256,2644,0,1361,3484,0,0,70
8468,3,Active,0,#N/A,0,,SMB,P3,1,13,2,34,2311,9,1864,6534,0,0,16
8470,2,Active,0,#N/A,0,,SMB,P2,1,8,1,15,1647,0,101,1,0,0,4
8471,8,Active,0,#N/A,0,,MidMarket,P2,1,13,1,95,4018,675,4231,9533,0,0,12844
8472,28,Active,0,#N/A,0,,Enterprise,P2,1,15,1,2210,1599,1116,406,8,0,0,917
8473,21,Active,0,#N/A,0,,Enterprise,G3,1,13,6,1134,4812,1537,5458,12530,0,0,46224
8474,12,Active,0,#N/A,0,,MidMarket,P3,1,11,5,4200,1023,1412,7588,14969,0,0,4917
8476,15,Active,0,#N/A,0,,MidMarket,P2,1,16,3,897,3575,1136,10434,13787,0,0,23179
8478,31,Active,0,#N/A,0,,Enterprise,P3,1,15,2,6593,2091,1340,25770,9223,1566,1091183.65,5120
8479,2,Active,0,#N/A,0,,SMB,P2,1,10,1,1754,1162,254,22,44,0,0,1
8483,3,Active,0,#N/A,0,,SMB,P1,1,6,2,298,331,0,14,2,0,0,0
8484,14,Active,0,#N/A,0,,MidMarket,G3,1,5,1,173,190,0,743,0,0,0,825
8485,1,Active,0,#N/A,0,,SMB,P2,1,5,3,105,364,32,162,0,0,0,2
8486,24,Active,0,#N/A,0,,Enterprise,P2,1,10,5,564,493,70,1721,1,0,0,7140
8488,1,Active,0,#N/A,0,,SMB,P3,1,13,6,102,1293,0,966,5676,0,0,11
8498,2,Active,0,#N/A,0,,SMB,P2,1,7,3,37,690,0,21,36,0,0,0
8499,3,Active,0,#N/A,0,,SMB,P2,1,7,4,273,1990,0,8,23,0,0,0
8500,7,Active,0,#N/A,0,,MidMarket,P2,1,7,4,27,1378,105,4908,6272,0,0,1367
8501,21,Active,0,#N/A,0,,Enterprise,P3,1,15,1,688,1968,0,11357,2370,0,0,122820
8502,1,Active,0,#N/A,0,,SMB,P1,1,9,1,229,1429,0,10,11,0,0,0
8506,23,Active,0,#N/A,0,,Enterprise,P3,1,7,1,242,5963,1264,12803,27607,0,0,5789
8510,19,Active,0,11/25/2017,99,,MidMarket,G3,1,12,4,1917,179,283,4049,972,227,1285240.45,226
8513,8,Active,0,11/21/2017,99,,SMB,G3,1,20,6,4537,5,0,0,0,0,0,0
8515,37,Active,0,#N/A,0,,Enterprise,P3,1,10,3,64,2261,275,14137,4258,0,0,16026
8525,11,Active,0,11/22/2017,99,,SMB,P3,1,4,4,615,654,0,9953,0,0,0,0
8535,4,Active,0,#N/A,0,,SMB,P4,1,32,7,1694,2238,2,18604,2975,0,0,179006
8542,13,Active,0,11/27/2017,98,,MidMarket,P3,1,11,3,2912,3952,124,4992,0,0,0,0
8545,20,Active,0,11/27/2017,98,,MidMarket,G3,1,8,1,3339,667,0,12010,8277,0,0,18
8552,2,Active,0,1/3/2018,97,,SMB,P2,1,7,2,567,7,0,0,0,0,0,0
8564,17,Active,0,11/27/2017,98,,MidMarket,P2,1,12,1,953,939,168,14241,4,0,0,1683
8569,42,Active,0,11/27/2017,98,,MidMarket,P3,1,17,2,1571,2538,425,34049,6155,0,0,44241
8574,6,Active,0,11/27/2017,98,,SMB,P2,1,18,3,148,3010,469,3552,5930,0,0,9
8576,2,Active,0,11/27/2017,98,,SMB,P2,1,13,9,690,8,0,503,0,0,0,244
8578,12,Active,0,0,1513,,SMB,P2,1,16,2,1200,4161,124,5386,18836,0,0,505
8580,11,Active,0,11/27/2017,98,,MidMarket,P3,1,15,2,1064,1912,513,7647,4047,364,448005.16,247
8583,10,Active,0,#N/A,0,,MidMarket,P1,1,14,9,308,1197,0,26,3571,0,0,0
8589,24,Active,0,11/27/2017,98,,MidMarket,G3,1,8,4,245,438,19,11704,761,0,0,764
8592,25,Active,0,11/27/2017,98,,MidMarket,P3,1,17,7,3339,3467,806,13524,7591,0,0,14973
8597,5,Active,0,#N/A,0,,MidMarket,P2,1,5,2,18,13,0,2659,0,0,0,0
8598,3,Active,0,11/27/2017,98,,MidMarket,P2,1,13,7,643,6,0,3849,0,0,0,194
8600,14,Active,0,11/27/2017,98,,MidMarket,P3,1,6,4,2378,549,646,8092,971,0,0,64
8613,21,Active,0,#N/A,0,,Enterprise,G3,1,12,2,4955,1925,198,15276,1366,0,0,14367
8615,15,Active,0,#N/A,0,,MidMarket,P2,1,8,5,742,793,0,4318,4994,0,0,81
8619,1,Active,0,#N/A,0,,SMB,P1,1,7,2,866,213,0,108,1824,0,0,1
8620,5,Active,0,#N/A,0,,MidMarket,P2,1,11,1,709,1078,305,1726,5068,0,0,1
8621,12,Active,0,#N/A,0,,MidMarket,P2,1,12,3,965,1145,0,4371,5560,0,0,36
8622,5,Active,0,#N/A,0,,MidMarket,P1,1,10,4,249,667,0,1650,2049,0,0,4
8628,9,Active,0,#N/A,0,,MidMarket,P2,1,10,1,727,1078,0,2547,6425,0,0,1300
8634,10,Active,0,12/4/2017,98,,MidMarket,P3,1,12,7,1212,741,312,9227,0,0,0,1861
8638,17,Active,0,1/9/2018,97,,MidMarket,P2,1,14,2,465,316,85,3778,365,0,0,188
8641,5,Active,0,#N/A,0,,MidMarket,P2,1,30,2,489,3235,0,4271,6870,0,0,64
8644,2,Active,0,#N/A,0,,SMB,P2,1,10,1,646,3569,49,36,2572,0,0,3
8646,22,Active,0,#N/A,0,,Enterprise,P2,1,15,8,1198,2397,320,6212,9211,152,43762.82,24784
8647,3,Active,0,#N/A,0,,SMB,P2,1,10,9,598,1070,0,2,2397,0,0,0
8650,8,Active,0,11/29/2017,98,,SMB,P3,1,8,1,1135,10,0,120,163,0,0,0
8654,3,Active,0,11/15/2023,27,,SMB,P3,1,3,3,418,27,119,2,1,0,0,0
8660,12,Active,0,1/4/2018,97,,MidMarket,P2,1,8,1,8262,1481,1416,3062,0,0,0,522
8665,1,Active,0,#N/A,0,,SMB,P2,1,5,2,74,168,0,375,371,0,0,767
8668,4,Active,0,12/1/2017,98,,SMB,P3,1,13,11,521,660,0,235,4,0,0,0
8671,23,Active,0,12/1/2017,98,,MidMarket,P3,1,7,1,6827,94,352,16402,0,0,0,14462
8682,5,Active,0,#N/A,0,,MidMarket,G2,1,15,6,20,2971,420,3169,5108,0,0,46
8686,24,Active,0,1/1/2018,97,,MidMarket,P3,1,20,5,1474,1578,747,12979,8612,0,0,23803
8687,4,Active,0,#N/A,0,,SMB,P2,1,10,1,806,1189,220,2305,8884,0,0,2016
8694,3,Active,0,#N/A,0,,SMB,P2,1,17,1,2270,671,141,24236,0,0,0,2127
8695,3,Active,0,#N/A,0,,SMB,P3,1,9,4,2147,1551,682,45,11419,0,0,4
8696,12,Active,0,#N/A,0,,MidMarket,G3,1,10,2,1232,1443,812,2461,2461,0,0,9146
8699,8,Active,0,#N/A,0,,MidMarket,P2,1,16,6,126,5646,406,9262,13944,620,281973.63,14457
8727,18,Active,0,1/2/2018,97,,MidMarket,P3,1,10,4,1405,4,83,2023,0,0,0,0
8732,9,Active,0,1/5/2018,97,,MidMarket,P3,1,1,1,3893,2,77,6694,0,0,0,1550
8749,10,Active,0,#N/A,0,,MidMarket,P2,1,18,6,2849,1208,1032,3605,4248,0,0,3540
8755,4,Active,0,#N/A,0,,SMB,P2,1,5,3,386,113,0,0,685,0,0,0
8761,11,Active,0,#N/A,0,,MidMarket,G3,1,6,1,250,3277,280,6,116,0,0,5
8762,10,Active,0,#N/A,0,,MidMarket,P2,1,9,5,190,1744,0,7993,30,0,0,414
8765,1,Active,0,#N/A,0,,SMB,P2,1,5,1,8,145,0,0,50,0,0,0
8781,8,Active,0,12/12/2017,98,,MidMarket,P2,1,11,1,320,428,0,6570,0,0,0,78
8782,1,Active,0,1/11/2018,97,,MidMarket,P1,1,11,4,408,7,5,159,0,0,0,0
8791,3,Active,0,#N/A,0,,SMB,G3,1,8,3,12,113,0,203,1,0,0,3
8792,65,Active,0,1/2/2018,97,,MidMarket,P3,1,17,1,3996,4101,351,29061,19441,0,0,347974
8806,17,Active,0,1/15/2018,97,,MidMarket,P3,1,13,12,3389,182,934,6846,8892,1088,798018.77,296
8809,3,Active,0,#N/A,0,,SMB,P1,1,13,2,584,520,221,157,95,0,0,0
8835,14,Active,0,12/18/2017,98,,MidMarket,P2,1,14,2,3326,1199,0,3321,6,0,0,16264
8862,5,Active,0,12/20/2017,98,,MidMarket,P3,1,1,1,5577,989,42,2,2802,0,0,0
8863,17,Active,0,#N/A,0,,MidMarket,G3,1,12,10,1200,4199,774,12292,10775,0,0,7751
8877,29,Active,0,1/5/2018,97,,MidMarket,P4,1,5,2,14,51,60,27741,622,0,0,13548
8880,43,Active,0,1/13/2018,97,,Enterprise,P3,1,13,1,6206,833,317,15586,0,0,0,563
8897,3,Active,0,1/1/2018,97,,SMB,P1,1,21,1,579,280,214,6945,0,0,0,17
8899,7,Active,0,1/1/2018,97,,MidMarket,P3,1,12,1,2103,51,0,10582,0,0,0,2207
8904,55,Active,0,1/2/2018,97,,Enterprise,P4,1,15,3,9770,8007,1867,25412,26916,1753,1330216.45,10334
8905,9,Active,0,1/2/2018,97,,MidMarket,P2,1,8,1,1622,370,32,5770,814,0,0,546
8906,14,Active,0,1/2/2018,97,,MidMarket,P3,1,13,10,2264,557,0,9676,3315,0,0,36096
8914,51,Active,0,1/2/2018,97,,MidMarket,P3,1,13,2,4703,112,115,19841,473,0,0,54708
8918,2,Active,0,1/2/2018,97,,SMB,P3,1,11,1,2685,4,0,1,0,0,0,0
8920,8,Active,0,1/3/2018,97,,SMB,P2,1,13,5,355,14,0,2712,0,0,0,0
8922,48,Active,0,2/2/2018,96,,Enterprise,G3,1,13,2,1256,1123,712,23167,8494,0,0,1346
8925,1,Active,0,1/3/2018,97,,SMB,G1,1,13,3,3133,9,0,8200,0,0,0,6402
8926,11,Active,0,#N/A,0,,MidMarket,P2,1,8,1,716,924,626,1412,1304,0,0,4008
8936,34,Active,0,1/31/2018,96,,MidMarket,P3,1,6,4,6,2209,0,37228,6389,0,0,678835
8937,4,Active,0,1/27/2018,96,,SMB,P2,1,9,5,4,57,0,4055,6313,0,0,10
8943,7,Active,0,2/5/2018,96,,SMB,P2,1,18,6,1001,10,0,432,1,0,0,3
8944,25,Active,0,1/5/2018,97,,MidMarket,P3,1,10,5,208,20,104,14262,16497,0,0,4304
8951,1,Active,0,#N/A,0,,SMB,P2,1,5,2,671,0,0,0,0,0,0,0
8968,3,Active,0,11/15/2023,27,,MidMarket,P4,1,13,6,23,20,0,2,0,0,0,2
8975,20,Active,0,2/5/2018,96,,SMB,P2,1,10,8,405,5,0,4999,1,0,0,1436
8982,7,Active,0,#N/A,0,,MidMarket,P2,1,13,6,1279,641,91,11820,3950,0,0,4
8985,7,Active,0,5/29/2018,92,,SMB,P2,1,4,2,5,126,33,159,525,0,0,1
8995,12,Active,0,2/16/2018,96,,MidMarket,P3,1,13,8,23,11,0,9607,0,0,0,34
9000,2,Active,0,2/13/2018,96,,SMB,P3,1,8,2,691,6,16,8,0,0,0,0
9009,8,Active,0,1/12/2018,97,,SMB,P2,1,2,2,1263,8,0,10395,8,0,0,410
9011,19,Active,0,2/8/2018,96,,MidMarket,P3,1,10,1,1369,1041,183,7087,7956,0,0,2238
9013,32,Active,0,1/22/2018,97,,MidMarket,P3,1,38,6,2432,335,175,27228,2433,125,128344.29,26
9017,5,Active,0,2/1/2019,84,,MidMarket,P3,1,7,5,998,63,52,617,0,0,0,491
9039,8,Active,0,2/13/2018,96,,SMB,P2,1,15,1,137,224,0,2564,2,0,0,0
9041,13,Active,0,2/13/2018,96,,MidMarket,P3,1,13,1,670,18,340,210,211,0,0,0
9043,5,Active,0,1/16/2018,97,,MidMarket,P4,1,10,2,6684,25,0,0,0,0,0,0
9051,14,Active,0,12/6/2018,86,,MidMarket,P3,1,18,2,1693,4392,126,13364,13252,0,0,2471
9055,13,Active,0,2/16/2018,96,,MidMarket,P2,1,13,11,7053,29,182,71,614,165,460941.77,24
9063,1,Active,0,2/19/2018,96,,SMB,P2,1,5,4,190,6,0,158,0,0,0,0
9080,10,Active,0,#N/A,0,,MidMarket,G2,1,14,11,1758,1577,632,4315,3662,0,0,24084
9087,21,Active,0,2/20/2018,96,,MidMarket,G3,1,22,4,1241,280,72,2571,0,0,0,1
9088,11,Active,0,2/22/2018,96,,MidMarket,P2,1,13,8,486,43,0,4966,7341,0,0,149
9093,23,Active,0,2/14/2018,96,,MidMarket,P3,1,6,1,1562,1753,261,16776,12469,218,134202.09,3329
9095,26,Active,0,2/19/2018,96,,MidMarket,P3,1,16,11,400,466,7,12623,2779,0,0,94
9105,9,Active,0,2/26/2018,95,,SMB,P2,1,6,5,1,1,1,6498,0,0,0,7594
9106,6,Active,0,8/30/2018,89,,MidMarket,P3,1,13,8,3220,15,0,1,0,0,0,0
9109,3,Active,0,2/22/2018,96,,SMB,P3,1,11,7,2399,67,0,37,0,0,0,0
9115,211,Active,0,4/2/2018,94,,Enterprise,P4,1,39,11,14998,906,0,91876,2780,0,0,40607
9117,4,Active,0,1/24/2018,97,,MidMarket,P2,1,12,2,1397,10,0,203,0,0,0,0
9122,10,Active,0,3/19/2018,95,,MidMarket,P3,1,14,8,892,9,654,14304,0,0,0,14490
9125,9,Active,0,1/25/2018,97,,MidMarket,P2,1,9,1,2429,2405,0,144,1,0,0,117
9129,1,Active,0,1/25/2018,97,,SMB,P2,1,11,1,379,10,0,0,0,0,0,0
9131,13,Active,0,1/26/2018,96,,MidMarket,P2,1,12,4,326,2,0,1125,0,0,0,20
9133,34,Active,0,3/20/2018,95,,Enterprise,P3,1,32,20,4690,11,666,15659,4,0,0,30
9139,14,Active,0,1/25/2018,97,,SMB,P2,1,13,1,814,1039,30,3945,4007,0,0,190
9158,1,Active,0,2/13/2018,96,,SMB,P3,1,8,5,388,118,3,3,0,0,0,0
9161,19,Active,0,3/10/2018,95,,SMB,P3,1,26,8,1503,253,83,1112,38,0,0,262
9166,1,Active,0,12/13/2018,86,,MidMarket,P3,1,7,1,116,5,2,371,1,0,0,2
9184,43,Active,0,3/15/2018,95,,Enterprise,P3,1,8,2,8192,12521,413,22057,40417,0,0,13332
9192,21,Active,0,3/1/2018,95,,MidMarket,G3,1,12,2,1683,1207,51,13867,13756,0,0,110
9196,4,Active,0,3/1/2018,95,,MidMarket,P1,1,8,6,183,95,5,3810,3075,0,0,59
9197,2,Active,0,3/1/2018,95,,SMB,P2,1,4,2,539,0,0,1,0,0,0,0
9203,4,Active,0,1/30/2018,96,,SMB,P3,1,8,1,1402,4,0,1,0,0,0,0
9221,8,Active,0,0,1513,,MidMarket,P2,1,13,1,1370,711,178,2983,4966,0,0,109
9226,55,Active,0,2/1/2018,96,,Enterprise,P3,1,16,2,3300,1809,61,30774,10220,0,0,49992
9230,2,Active,0,2/20/2018,96,,SMB,P3,1,14,10,1406,154,182,1,0,0,0,0
9238,3,Active,0,3/12/2018,95,,SMB,P3,1,9,7,2083,78,83,1454,118,0,0,38
9253,26,Active,0,3/7/2018,95,,MidMarket,P2,1,11,7,939,39,274,6703,243,0,0,198
9257,3,Active,0,3/8/2018,95,,MidMarket,P2,1,13,2,1132,148,81,1460,44,0,0,0
